filepath,filename,width,height,class,xmin,ymin,xmax,ymax
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0006780.jpg,0006780.jpg,1920,1080,car,110,666,562,469
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0006780.jpg,0006780.jpg,1920,1080,person,519,1047,725,461
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000192_r.jpg,0001920.jpg,1920,1080,animal,1125,646,1182,560
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000192_r.jpg,0001920.jpg,1920,1080,animal,1184,661,1231,558
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,person,821,444,830,423
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,person,831,454,839,436
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,person,769,479,792,435
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,bicycle,827,478,851,448
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,motorcycle,879,505,954,460
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,person,1085,491,1113,455
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,autorickshaw,674,499,697,432
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,car,641,510,688,432
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,car,549,512,650,419
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,car,425,549,586,437
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,car,1488,453,1554,407
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,car,1406,442,1488,411
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004380.jpg,0004380.jpg,1920,1080,car,1312,436,1377,417
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000174_r.jpg,0001740.jpg,1920,1080,animal,927,650,990,605
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000174_r.jpg,0001740.jpg,1920,1080,animal,856,624,887,575
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000174_r.jpg,0001740.jpg,1920,1080,animal,1182,427,1188,418
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000174_r.jpg,0001740.jpg,1920,1080,animal,753,563,778,525
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000174_r.jpg,0001740.jpg,1920,1080,animal,729,568,752,525
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000174_r.jpg,0001740.jpg,1920,1080,animal,687,564,733,528
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000174_r.jpg,0001740.jpg,1920,1080,person,985,534,996,510
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0006960.jpg,0006960.jpg,1920,1080,truck,569,532,678,418
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0006960.jpg,0006960.jpg,1920,1080,car,856,547,906,458
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0006960.jpg,0006960.jpg,1920,1080,truck,895,612,1092,339
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0006960.jpg,0006960.jpg,1920,1080,truck,184,766,569,244
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0006960.jpg,0006960.jpg,1920,1080,person,462,806,651,454
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0006960.jpg,0006960.jpg,1920,1080,person,227,860,346,450
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004920.jpg,0004920.jpg,1920,1080,car,1108,574,1155,542
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004920.jpg,0004920.jpg,1920,1080,motorcycle,1025,602,1068,562
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004920.jpg,0004920.jpg,1920,1080,motorcycle,1080,583,1100,560
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004920.jpg,0004920.jpg,1920,1080,rider,1087,584,1096,549
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004920.jpg,0004920.jpg,1920,1080,person,1050,658,1100,543
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004920.jpg,0004920.jpg,1920,1080,person,1760,843,1919,545
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000114_r.jpg,0001140.jpg,1920,1080,animal,506,536,519,519
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000114_r.jpg,0001140.jpg,1920,1080,animal,498,540,512,519
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004260.jpg,0004260.jpg,1920,1080,car,1307,556,1345,508
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004260.jpg,0004260.jpg,1920,1080,car,1247,560,1318,503
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004260.jpg,0004260.jpg,1920,1080,car,1186,580,1262,513
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004260.jpg,0004260.jpg,1920,1080,autorickshaw,1337,552,1351,507
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004260.jpg,0004260.jpg,1920,1080,person,1448,531,1458,500
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004260.jpg,0004260.jpg,1920,1080,motorcycle,1347,531,1363,513
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000102_r.jpg,0001020.jpg,1920,1080,animal,732,749,816,691
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000102_r.jpg,0001020.jpg,1920,1080,vehicle fallback,14,524,191,405
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000102_r.jpg,0001020.jpg,1920,1080,animal,601,373,609,364
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000102_r.jpg,0001020.jpg,1920,1080,animal,578,368,584,362
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000102_r.jpg,0001020.jpg,1920,1080,animal,728,749,818,688
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000102_r.jpg,0001020.jpg,1920,1080,animal,1628,604,1660,568
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0001860.jpg,0001860.jpg,1920,1080,animal,1077,524,1118,462
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0001860.jpg,0001860.jpg,1920,1080,animal,1108,528,1150,462
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0001860.jpg,0001860.jpg,1920,1080,animal,1048,516,1094,463
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000156_r.jpg,0001560.jpg,1920,1080,animal,1364,528,1380,496
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000156_r.jpg,0001560.jpg,1920,1080,animal,1601,519,1613,500
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000156_r.jpg,0001560.jpg,1920,1080,animal,1374,525,1403,500
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000462_r.jpg,0004620.jpg,1920,1080,person,1054,506,1062,482
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000462_r.jpg,0004620.jpg,1920,1080,motorcycle,694,570,785,493
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000462_r.jpg,0004620.jpg,1920,1080,bicycle,1105,629,1171,529
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000462_r.jpg,0004620.jpg,1920,1080,person,446,771,551,495
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000462_r.jpg,0004620.jpg,1920,1080,autorickshaw,3,1012,365,491
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,motorcycle,263,732,402,518
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,motorcycle,406,694,514,509
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,car,427,664,673,481
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,car,692,575,740,485
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,car,630,605,721,477
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,vehicle fallback,837,516,890,458
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,rider,856,476,872,456
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,motorcycle,891,505,921,476
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,rider,903,485,915,463
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0005460.jpg,0005460.jpg,1920,1080,car,895,543,999,467
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000168_r.jpg,0001680.jpg,1920,1080,animal,1462,519,1486,481
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000168_r.jpg,0001680.jpg,1920,1080,animal,1557,561,1577,530
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000168_r.jpg,0001680.jpg,1920,1080,animal,1480,520,1515,481
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000132_r.jpg,0001320.jpg,1920,1080,animal,683,549,702,529
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002100.jpg,0002100.jpg,1920,1080,person,1093,516,1114,479
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002100.jpg,0002100.jpg,1920,1080,person,1065,513,1091,452
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002100.jpg,0002100.jpg,1920,1080,animal,442,700,620,526
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002100.jpg,0002100.jpg,1920,1080,animal,1,885,150,611
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000240_r.jpg,0002400.jpg,1920,1080,animal,1321,197,1332,184
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000240_r.jpg,0002400.jpg,1920,1080,person,1774,652,1827,525
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000240_r.jpg,0002400.jpg,1920,1080,person,1816,655,1861,584
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000240_r.jpg,0002400.jpg,1920,1080,animal,1073,340,1078,330
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000240_r.jpg,0002400.jpg,1920,1080,animal,1564,578,1578,563
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000300.jpg,0000300.jpg,1920,1080,autorickshaw,272,508,307,467
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000300.jpg,0000300.jpg,1920,1080,car,278,468,304,455
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000300.jpg,0000300.jpg,1920,1080,car,264,500,278,464
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000300.jpg,0000300.jpg,1920,1080,car,374,529,454,469
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000300.jpg,0000300.jpg,1920,1080,motorcycle,540,558,609,478
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000300.jpg,0000300.jpg,1920,1080,rider,560,552,615,450
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0001980.jpg,0001980.jpg,1920,1080,animal,907,602,1026,485
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0001980.jpg,0001980.jpg,1920,1080,animal,856,684,1066,491
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0001980.jpg,0001980.jpg,1920,1080,animal,1490,399,1501,384
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000090_r.jpg,0000900.jpg,1920,1080,animal,1158,588,1186,559
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000090_r.jpg,0000900.jpg,1920,1080,animal,480,705,559,657
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000486_r.jpg,0004860.jpg,1920,1080,bicycle,744,535,772,481
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000486_r.jpg,0004860.jpg,1920,1080,motorcycle,1189,473,1215,451
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000486_r.jpg,0004860.jpg,1920,1080,person,1344,549,1390,446
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000660_r.jpg,0006600.jpg,1920,1080,person,477,544,509,467
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000660_r.jpg,0006600.jpg,1920,1080,motorcycle,188,712,397,534
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000660_r.jpg,0006600.jpg,1920,1080,rider,233,709,336,508
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000660_r.jpg,0006600.jpg,1920,1080,person,705,598,766,479
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000660_r.jpg,0006600.jpg,1920,1080,bicycle,507,739,616,570
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000660_r.jpg,0006600.jpg,1920,1080,rider,508,712,611,493
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000180_r.jpg,0001800.jpg,1920,1080,animal,890,553,937,503
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000180_r.jpg,0001800.jpg,1920,1080,animal,836,562,894,508
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000180_r.jpg,0001800.jpg,1920,1080,animal,1224,680,1325,631
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000180_r.jpg,0001800.jpg,1920,1080,animal,1080,736,1137,653
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000180_r.jpg,0001800.jpg,1920,1080,person,1137,517,1152,490
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000690_r.jpg,0006900.jpg,1920,1080,truck,1848,581,1919,476
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000690_r.jpg,0006900.jpg,1920,1080,truck,1651,670,1879,412
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000690_r.jpg,0006900.jpg,1920,1080,rider,1752,690,1819,508
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000690_r.jpg,0006900.jpg,1920,1080,rider,1689,691,1760,507
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004620.jpg,0004620.jpg,1920,1080,motorcycle,605,532,700,451
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004620.jpg,0004620.jpg,1920,1080,person,958,469,970,437
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004620.jpg,0004620.jpg,1920,1080,bicycle,1013,584,1087,489
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004620.jpg,0004620.jpg,1920,1080,person,366,735,469,452
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004620.jpg,0004620.jpg,1920,1080,autorickshaw,1,967,294,454
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0001080.jpg,0001080.jpg,1920,1080,animal,500,420,520,400
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0001080.jpg,0001080.jpg,1920,1080,animal,1034,603,1079,527
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004080.jpg,0004080.jpg,1920,1080,person,171,313,184,295
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0004080.jpg,0004080.jpg,1920,1080,person,179,313,193,292
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000264_r.jpg,0002640.jpg,1920,1080,animal,198,228,216,209
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000264_r.jpg,0002640.jpg,1920,1080,animal,509,294,517,282
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000264_r.jpg,0002640.jpg,1920,1080,animal,196,692,240,664
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000720.jpg,0000720.jpg,1920,1080,vehicle fallback,1,534,93,469
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000720.jpg,0000720.jpg,1920,1080,person,173,612,251,472
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000720.jpg,0000720.jpg,1920,1080,person,300,590,348,515
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000720.jpg,0000720.jpg,1920,1080,car,1048,558,1136,451
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000720.jpg,0000720.jpg,1920,1080,car,1131,466,1280,420
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000720.jpg,0000720.jpg,1920,1080,car,1096,689,1311,443
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000720.jpg,0000720.jpg,1920,1080,autorickshaw,1197,824,1576,442
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000138_r.jpg,0001380.jpg,1920,1080,animal,868,477,876,454
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000138_r.jpg,0001380.jpg,1920,1080,animal,874,482,902,456
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002460.jpg,0002460.jpg,1920,1080,person,1729,633,1782,558
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002460.jpg,0002460.jpg,1920,1080,person,1692,624,1747,500
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002460.jpg,0002460.jpg,1920,1080,animal,1029,181,1045,162
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002460.jpg,0002460.jpg,1920,1080,animal,620,102,638,92
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000252_r.jpg,0002520.jpg,1920,1080,animal,1419,263,1430,254
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000252_r.jpg,0002520.jpg,1920,1080,animal,1417,590,1436,571
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000030_r.jpg,0000300.jpg,1920,1080,person,2,661,65,535
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000030_r.jpg,0000300.jpg,1920,1080,car,361,546,375,505
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000030_r.jpg,0000300.jpg,1920,1080,motorcycle,472,571,548,514
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000030_r.jpg,0000300.jpg,1920,1080,motorcycle,636,601,699,516
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000030_r.jpg,0000300.jpg,1920,1080,rider,642,605,706,487
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000030_r.jpg,0000300.jpg,1920,1080,rider,659,543,691,505
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000030_r.jpg,0000300.jpg,1920,1080,autorickshaw,366,546,406,505
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000402_r.jpg,0004020.jpg,1920,1080,person,60,371,66,350
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000402_r.jpg,0004020.jpg,1920,1080,person,67,373,80,350
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000402_r.jpg,0004020.jpg,1920,1080,car,1173,575,1220,541
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000402_r.jpg,0004020.jpg,1920,1080,car,1221,569,1281,533
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000402_r.jpg,0004020.jpg,1920,1080,car,1282,563,1328,532
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000402_r.jpg,0004020.jpg,1920,1080,vehicle fallback,1765,558,1917,496
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002400.jpg,0002400.jpg,1920,1080,animal,1226,157,1240,139
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002400.jpg,0002400.jpg,1920,1080,person,1724,609,1767,538
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0002400.jpg,0002400.jpg,1920,1080,person,1683,611,1730,489
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0003000.jpg,0003000.jpg,1920,1080,person,144,497,176,414
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,truck,1,535,166,360
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,person,230,489,258,448
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,person,255,494,291,449
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,animal,1,909,142,716
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,person,166,1076,461,482
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,motorcycle,913,485,953,451
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,motorcycle,999,485,1036,460
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,person,990,494,1019,436
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000060.jpg,0000060.jpg,1920,1080,person,913,771,1025,469
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000012_r.jpg,0000120.jpg,1920,1080,person,366,630,399,587
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000012_r.jpg,0000120.jpg,1920,1080,person,476,655,513,593
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000012_r.jpg,0000120.jpg,1920,1080,person,393,631,428,588
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000012_r.jpg,0000120.jpg,1920,1080,animal,281,665,322,621
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000012_r.jpg,0000120.jpg,1920,1080,person,581,645,602,614
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000012_r.jpg,0000120.jpg,1920,1080,motorcycle,1178,562,1228,528
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000012_r.jpg,0000120.jpg,1920,1080,vehicle fallback,1,755,68,495
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000780.jpg,0000780.jpg,1920,1080,car,1185,602,1401,445
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000780.jpg,0000780.jpg,1920,1080,car,1452,878,1917,388
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/0000780.jpg,0000780.jpg,1920,1080,car,1652,1080,1919,470
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000666_r.jpg,0006660.jpg,1920,1080,person,755,595,793,496
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000666_r.jpg,0006660.jpg,1920,1080,motorcycle,825,577,873,515
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000666_r.jpg,0006660.jpg,1920,1080,rider,831,566,864,498
JPEGImages/frontNear/BLR-2018-05-17_16-39-05_frontNear/000666_r.jpg,0006660.jpg,1920,1080,bicycle,462,963,642,650
